Sanskrit,Roman,Gender,English Meaning,Hindi Meaning
आरोग्य,aarogya,masculine,"आरोग्यम् [ārōgyam], (अरोगस्य भावः ष्यञ्] Freedom from disease, good health; लघुत्वमारोग्यमलोलुपत्वम् Śvet.2.13. -Comp. -अम्बु n. Healthful water. -चिन्तामणिः N. of a work.-प्रतिपद्व्रतम् A ceremony fo...",आच्छा स्वास्थ्य
उत्पचनिपचा,utpachanipachaa,feminine,"उत्पचनिपचा [utpacanipacā], f. Any act in which it is said 'उत्पच, निपच, (i. e. cook thoroughly and well !) मयूरव्यंसकादयश्च P.II.1.72.",कोई भी कार्य जिसमें ’उत्पच - निपच’ कहा जाय।
प्राग्र,praagra,masculine,"प्राग्रम् [prāgram], The highest point. -Comp. -सर a. first, foremost; त्वमर्हतां प्राग्रसरः स्मृतो$सि नः Ś.5.15. -हर a. chief, principal; विश्वावसुप्राग्रहरैः प्रवीणैः Ku.7.48; R.16.23.",उच्चतम बिन्दु
योनी,yonii,feminine,"योनी [yōnī], योनि (योनिः [yōniḥ], m. f. [यु-नि Uṇ.4.51]).","गर्भाशय, बच्चेदानी, भग, स्त्रियों की जननेन्द्रिय"
आदर्श,aadarsha,masculine,"आदर्शः [ādarśḥ], [आदृश्यते$त्र, दृश् आधारे घञ्]","आईना, मुँह देखने का शीशा, दर्पण"
अवकॄ,avakrii,unknown,"अवकॄ [avak]ॄ, 6 P.","बखेरना, फेंकना"
बाधित,baadhita,unknown,"बाधित [bādhita], p. p. [बाध्-कर्मणि क्त]","तंग किया हुआ, उत्पीडित, परेशान"
ऋत,rita,adjective,"ऋत [ṛta], a. [ऋ-क्त]","उचित, सही"
स्निग्ध,snigdha,adjective,"स्निग्ध [snigdha], a. [स्निह्-क्त]","प्रिय, स्नेही, हितैषी, अनुरक्त, प्रेमी"
सचराचर,sacharaachara,adjective,"सचराचर [sacarācara], a. Comprehending everything; ततो दुर्गं च राष्ट्रं च लोकं च सचराचरम् Ms.7.29. -रम् The universe.",चल तथा अचल वस्तुओं समेत
वैशेषिक,vaisheshika,adjective,"वैशेषिक [vaiśēṣika], a. (-की f.)",विशेषता युक्त
अट्ट्,att,unknown,"अट्ट् [aṭṭ], 1 A.",वध करना
सौमनस्य,saumanasya,masculine,"सौमनस्यम् [saumanasyam], 1 Satisfaction of mind, pleasure, delight; संतानश्रवणाद्भ्रातुः सौमित्रिः सौमनस्यवान् R.15.14;17.4; Pt. 5.97.","मन का संतोष, आनन्द, प्रसन्नता"
उषस्,ushas,feminine,"उषस् [uṣas], f.","पौ फटना, प्रभात"
अवपीडन,avapiidana,masculine,"अवपीडनम् [avapīḍanam], 1 The act of pressing down.",दबाने की क्रिया
डिम्भ,dimbha,masculine,"डिम्भः [ḍimbhḥ], 1 A young child; रे रे ब्राह्मणडिम्भ Māl.5.28/29.",छोटा बच्चा
व्यक्ति,vyakti,feminine,"व्यक्तिः [vyaktiḥ], f.","प्रकटीकरण, दृश्यमानता, विशद प्रत्यक्षज्ञान"
प्रमूढ,pramuudha,adjective,"प्रमूढ [pramūḍha], p. p.","विस्मित, उद्विग्न, व्याकुल"
वैकालिक,vaikaalika,adjective,"वैकालिक [vaikālika], a. (-की f.) -वैकालीन a. (-नी f.) Relating to or occurring in the evening.",सायंकालसम्बन्धी या सायंकाल के समय घटित होने वाला
प्रतिचिकीर्षा,pratichikiirshaa,feminine,"प्रतिचिकीर्षा [praticikīrṣā], Desire of retaliation or revenge, desire to be avenged; भगवन् पुत्रमिच्छामि भीष्मं प्रतिचिकीर्षया Mb.5.188.5.","बदले की इच्छा, प्रतिहिंसा की इच्छा, बदला लेने की अभिलाषा"
पूर्त,puurta,adjective,"पूर्त [pūrta], a. [पूर्-क्त नि˚]","पूर्ण, पूरा"
पञ्चत्,panychat,feminine,"पञ्चत् [pañcat], f. A pentad, an aggregate of five.","पंच, पंचसमुदाय, पंचायत"
अनुप्रसादन,anuprasaadana,masculine,"अनुप्रसादनम् [anuprasādanam], Propitiation, conciliation; प्रिय ˚नं नाम व्रतम् V.3.","आराधन,संराधन"
अभिध्या,abhidhyaa,feminine,"अभिध्या [abhidhyā], [ध्यै-अङ्]",दूसरे की संपत्ति के लिये ललचाना
शैवाल,shaivaala,adjective,"शैवाल [śaivāla], See शैवल.",एक प्रकार की सुगंधित लकड़ी
कौटकिक,kautakika,masculine,"कौटकिकः [kauṭakikḥ] कौटिकः [kauṭikḥ], कौटिकः 1 One whose business is to catch birds &c. in traps.","बहेलिया, जिसका व्यवसाय पक्षियों को पकड़ पिंजरे में बन्द कर बेचना है"
ऊर्णा,uurnaa,feminine,"ऊर्णा [ūrṇā], 1 Wool; कम्बलीया ऊर्णाः Mbh. on P.V.1.3. माङ्गल्योर्णावलयिनि (हस्ते) R.16.87.",ऊन
यात्रा,yaatraa,feminine,"यात्रा [yātrā], [या-ष्ट्रन्]","जाना, गति, सफर"
क्षुमा,kshumaa,feminine,"क्षुमा [kṣumā], 1 Linseed, a kind of flax.","अलसी, एक प्रकार का सन"
सामन्,saaman,masculine,"सामन् [sāman], n. [सो-मनिन् Uṇ.4.152]","खुश करना, शान्त करना, आराम पहुँचाना, तसल्ली देना"
परिभोग,paribhoga,masculine,"परिभोगः [paribhōgḥ], 1 Enjoyment; R.4.45.",उपभोग
नीति,niiti,feminine,"नीतिः [nītiḥ], f.","निर्देशन, दिग्दर्शन, प्रबंध"
अव्यङ्ग,avyangga,indeclinable,"अव्यङ्ग [avyaṅga], a.","जो क्षतविक्षत या दोषयुक्त न हो,सुनिर्मित,ठोस,पूरा"
उद्वेल,udvela,adjective,"उद्वेल [udvēla], a. [उत्क्रान्तो वेलाम्]",अपने तट से बाहर उमड़ कर बहने वाला
जनित्री,janitrii,feminine,"जनित्री [janitrī], A mother.",माता
निर्झरिन्,nirjharin,masculine,"निर्झरिन् [nirjharin], m. A mountain.",पहाड़
ह्लस्,hlas,unknown,"ह्लस् [hlas], 1 P. (ह्लसति) To sound.",शब्द करना
ईश्वर,iishvara,adjective,"ईश्वर [īśvara], a. (-रा, -री f.) [ईश्-वरच् P.III.2.175]","शक्तिसम्पन्न, योग्य, समर्थ"
शातन,shaatana,masculine,"शातनम् [śātanam], 1 Whetting, sharpening.","पैनाना, तेज़ करना"
उत्क्लेश,utklesha,masculine,"उत्क्लेशः [utklēśḥ], 1 Excitement, disquietude, agitation.","उत्तेजना, अशान्ति"
